id_observation;annee;region;superficie_foret_hors_ap_ha;superficie_foret_humide_ha;superficie_foret_seche_ha;superficie_foret_epineuse_ha;superficie_mangrove_ha;superficie_pin_ha;superficie_eucalyptus_ha;reboisement_annuel_ha;taux_deforestation_pct;rendement_carbonisation_pct;part_carbonisation_amelioree_pct;nombre_centres_carbonisation;production_bois_feu_m3_ebr;production_bois_charbon_m3_ebr;production_charbon_tonnes;offre_totale_m3_ebr;volume_transporte_tonnes;distance_moyenne_marche_km;cout_transport_ariary_tonne_km;prix_producteur_charbon_ariary_sac;source_principale;statut_donnee;commentaire_collecte
OFF-2023-07;2023;Vatovavy-Fitovinany;67571.46;66382.35;0.0;0.0;0.0;0.0;1189.11;424.63;1.272;18.56;32.02;1;55997.39;64175.72;7743.99;120173.11;16429.6;79.0;213.21;6678;estimation_synthetique_calibree;historique_synthetique;
OFF-2000-14;2000;Sofia;289362.44;186169.37;87373.9;0.0;15795.29;3.58;20.3;103.66;0.348;7;1.71;0;706168.6;624212.27;28401.66;1330380.88;150399.71;56.8;40;883;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2020-20;2020;Menabe;300684.88;0.0;286453.42;0.0;13540.78;103.6;587.08;267.38;1.079;16.36;24.62;0;127198.67;116842.68;12427.15;244041.35;33086.02;46.2;192.09;4206;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2021-17;2021;Atsimo-Andrefana;546391.46;0.0;127905.09;411516.53;4013.82;0.0;2956.02;821.39;1.516;18.27;29.84;0;177440.08;166834.06;19807.85;344274.14;48181.65;61.0;185.04;5065;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2016-14;2016;Sofia;ND;166360.4;79423.87;0.0;14790.21;68.56;388.48;171.16;0.347;15.63;24.25;n/a;634285.07;486338.16;49402.1;1120623.23;;58.0;116.58;3607;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2003-11;2003;Analanjirofo;374145.42;373980.26;79.03;0.0;0.0;12.92;73.21;98.01;0.517;7.36;4.42;0;427537.86;283791.09;13570.88;711328.94;88084.93;77.0;47.03;1143;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2006-05;2006;Haute Matsiatra;58271.89;39244.01;1389.02;0.0;0.0;15526.82;2112.04;1337.01;0.43;9.74;7.06;0;161260.05;123546.98;7822.15;284807.04;35440.97;74.1;53.11;1467;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2000-06;2000;Amoron'i Mania;21201.13;20753.1;308.24;0.0;0.0;0.0;139.78;110.38;0.453;7;0.61;0;52509.77;48405.53;2202.45;100915.3;11257.77;60.7;40;925;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2002-11;2002;Analanjirofo;376 186;376042.94;79.36;0.0;0.0;9,55;54.13;102.1;0.36;7.15;1.85;0;424042.63;306127.0;14229.69;730169.63;87996.02;75.3;;1204;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2002-20;2002;Menabe;318254.27;0.0;304972.59;0.0;13217.13;9.68;54.86;92.12;0.378;7.27;2.54;0;211088.6;150561.09;7116.75;361649.69;43831.68;47.2;40;1107;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2029-13;2029;Boeny;139579.18;0.0;112325.73;0.0;24625.98;919.61;1707.85;1007.7;0.879;26.48;54.46;16;102491.37;91890.75;15815.67;194382.12;31417.29;31.0;394.04;8553;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2007-21;2007;DIANA;258760.99;-;53091.63;0.0;18666.92;14092.02;0.0;2000.26;0.39;9.9;12.02;0;1077539.01;265089.35;17 055;1342628.36;207942.45;46.2;60.47;1666;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2013-02;2013;Vakinankaratra;19044.08;5058.57;0.0;0.0;0.0;6045.51;7940.0;1882.85;0.998;14.09;17.64;0;41493.17;257326.31;188529.44;298819.49;26793.04;74.3;93.92;2680;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2015-15;2015;Betsiboka;27883.14;5562.66;20480.48;0.0;0.4;948.48;891.13;302.05;0.321;13.92;18.67;0;46360.33;52038.01;4710.02;98398.34;12207.08;65.0;119.48;3230;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2007-02;2007;Vakinankaratra;16914.99;5359.48;0.0;0.0;0.0;4995.1;6560.42;1089.06;0.557;10.64;7.97;0;33570.52;227817.03;15753.89;261387.54;18960.88;72.3;55.4;1625;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2012-13;2012;Boeny;158435.3;0.0;131055.05;0.0;26800.97;202.75;376.53;275.04;0.649;13.28;15.37;0;181237.46;124919.61;10783.69;306157.06;41465.37;29.3;97.61;2070;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2015-20;2015;Menabe;295578.08;0.0;282694.34;0.0;12461.24;63.38;359.13;165.26;0.215;13.9;21.82;0;162325.49;125097.5;11299.14;287422.99;38483.89;53.1;105.24;3173;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2009-16;2009;Melaky;217789.43;0.0;202087.09;0.0;15488.9;32.02;181.42;108.39;0.368;10.88;13.19;0;199258.65;122722.87;8680.89;321981.52;42984.89;67.0;70,98;2090;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2027-22;2027;SAVA;264891.21;258424.88;4418.11;0.0;692.61;203.34;1152.27;544.35;1.135;20.39;37.14;2;245440.46;269325.19;35691.97;514765.65;73446.7;62.7;331.67;7835;projection_scenario_tendanciel;projection_scenario;
OFF-2018-21;2018;DIANA;251037.97;157503.7;50677.55;0.0;19397.26;23459.46;0.0;3157.86;1.368;16.47;39.88;14;1184052.07;237833.44;25465.44;1421885.51;234011.03;45.8;139.46;3555;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2011-14;2011;Sofia;274666.57;174884.18;83776.23;0.0;-;44.03;249.51;171.69;0.747;13.13;13.74;0;655401.97;529866.0;45218.45;1185267.98;155051.49;60.5;82.12;2116;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2003-02;2003;Vakinankaratra;16006.07;5491.83;0.0;0.0;0.0;4544.98;5969.26;1105.85;0.433;7.61;6.67;0;33928.98;239396.37;11846.25;273325.35;15821.14;72.5;42.45;1236;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2027-02;2027;Vakinankaratra;29688.64;4038.45;0.0;0.0;0.0;11087.79;14562.4;6333.47;1.236;20.49;35.55;1;67801.96;303560.13;40438.79;371362.08;45364.16;68.7;286.28;8185;projection_scenario_tendanciel;projection_scenario;
OFF-2025-09;2025;Atsimo-Atsinanana;100039.74;98887.19;0.0;0.0;0.0;172.88;979.67;518.38;1.26;19.17;32.66;1;465506.24;67111.35;8363.84;125299.63;17332.24;67.7;281.6;7675;projection_scenario_tendanciel;projection_scenario;
OFF-2013-16;2013;Melaky;215355.17;0.0;199381.63;0.0;15617.44;53.42;302.69;149.28;0.745;13.41;15.7;0;151270.32;114958.06;10017.57;266228.37;35443.06;67.5;105.27;2900;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2008-16;2008;Melaky;218593.16;0.0;202882.7;0.0;15521.55;28.34;160.57;97.25;0.311;10,21;12.26;0;195440.2;-125072.3;8296.37;320512.5;41982.26;65.5;71.25;1884;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2000-04;2000;Bongolava;3992.67;0.0;3567.39;0.0;0.0;0.0;425.28;136.85;0.321;7;0.42;0;3720.54;19000.19;864.51;22720.73;1378.59;88.2;40;910;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2019-20;2019;Menabe;304241.24;0.0;289981.62;0.0;13631.99;94.14;533.49;153.06;1.074;16.71;22.53;0;162831.67;113615.5;12342.7;276447.17;39430.71;52.2;174.67;3979;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2023-18;2023;Androy;135706.19;0.0;1984.78;132 775;2.02;0.0;944.39;417.62;1.453;18.04;32.84;1;46064.16;52685.04;6178.44;98749.2;13357.87;78.8;217.44;6027;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2020-09;2020;Atsimo-Atsinanana;109559.96;108892.01;0.0;0.0;ND;100.19;567.76;226.13;1.444;17.18;29.11;0;86908.06;81654.01;9117.82;168562.07;23120.06;67.8;186.87;4547;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2019-14;2019;Sofia;257867.37;161045.1;80109.44;0.0;16087.93;93.74;531.17;142.13;1.43;16.31;23.95;0;622851.44;430182.45;45614.97;1053033.9;149517.54;59.7;172.17;4509;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2010-10;2010;Atsinanana;161120.74;158145.43;0.0;0.0;0.0;0.0;2975.31;501.14;0.417;12.23;12.71;0;186538.82;190407.37;15130.44;376946.19;45983.94;55.7;71.97;1974;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2003-09;2003;Atsimo-Atsinanana;130 323;130239.35;0.0;0.0;0.0;12.62;71.5;90.73;0.349;7.01;6.87;0;156878.66;107994.29;4919.52;264872.95;32272.17;60.5;49.36;1195;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2004-08;2004;Ihorombe;65593.43;58767.17;6714.64;0.0;0.0;16.74;94.88;100.7;0.408;8.83;5.35;0;94911.16;62983.11;3613.66;157894.27;20047.21;67.5;52.97;1368;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2013-09;2013;Atsimo-Atsinanana;120337.76;119964.45;0.0;0.0;0.0;56.0;317.31;163.6;1.009;14.14;15.13;0;119949.83;96365.6;8859.22;216315.43;28855.53;65.8;89.12;2642;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2006-08;2006;Ihorombe;64881.86;58071.2;6652.88;0.0;0.0;23.67;134.11;101.6;0.427;9.99;8.97;0;88521.35;61660.41;4005.52;150181.76;19218.37;68.3;54.5;1401;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2018-13;2018;Boeny;159815.37;0.0;130889.42;-0.0;27911.96;354.89;659.09;249.04;0.838;16.77;44.8;7;179775.62;129037.5;14062.1;308813.13;43890.53;31.6;141.15;3689;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2005-13;2005;Boeny;160490.67;0.0;133584.71;0.0;26679.6;79.22;147.13;156.08;0.262;9.28;9.66;0;220386.97;145923.22;8797.92;366310.19;46883.95;31.7;58.0;1289;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;
OFF-2024-01;2024;Analamanga;97704.26;15779.02;358.88;0.0;0.0;436.5;81129.86;19513.26;1.329;19.64;30.23;1;671834.8;1851185.64;236321.81;2523020.43;314714.15;21.0;236.07;5668;estimation_synthetique_calibree;historique_synthetique;
OFF-2015-16;2015;Melaky;207500.79;0.0;192280.15;0,00;14815.36;60.79;344.48;155.42;0.251;15.18;21.58;0;142061.13;110824.03;10937.73;ND;34539.94;64.3;117.44;3085;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2014-08;2014;Ihorombe;60627.04;53891.32;6322.49;0.0;0.0;61.98;351.24;161.12;0.904;13.24;20.45;0;65839.47;54930.19;4728.39;120769.66;15728.38;73.2;118.39;3143;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2010-11;2010;Analanjirofo;357756.11;357441.3;76.3;0.0;0.0;35.78;202.74;148.49;0.577;11.89;11.3;0;342163.46;247944.48;19155.15;590107.95;77296.64;71.8;73.19;2116;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2015-11;2015;Analanjirofo;339324.9;338842.09;72.66;0.0;0.0;61.52;348.62;174.22;0.382;15.48;23.0;0;317540.19;250230.64;25180.37;567770.83;77805.14;74.6;115.64;3146;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2015-04;2015;Bongolava;4243.88;0.0;3281.65;0.0;0.0;0.0;962.23;244.8;0.228;15.22;23.2;0;4016.13;18096.1;1789.98;22112.23;2190.69;87.9;123.32;3143;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2026-01;2026;Analamanga;103953.7;15237.56;347.48;0.0;0.0;472.9;87895.75;19838.03;1.242;20.08;36.66;1;631302.74;1932968.28;252236.68;2564271.02;320468.57;19.1;255.24;7012;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2004-05;2004;Haute Matsiatra;58193.27;39721.82;1402.11;0.0;0.0;15025.5;2043.84;1674.31;0.419;7.74;4.88;0;181754.69;118143.58;5946.91;299898.27;37592.31;71.9;47.29;1300;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2014-05;2014;Haute Matsiatra;59354.67;36358.23;1318.44;0.0;0.0;19082.33;2595.68;2426.1;1.082;14.6;16.6;0;180608.75;112893.92;10712.25;293502.67;41293.62;65.3;109.72;ND;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2008-10;2008;Atsinanana;163191.33;160397.07;0.0;0.0;0.0;;2794.26;271.62;0.634;10.17;12.73;0;198328.12;211986.59;14008.58;410314.71;47186.1;55.3;60.1;1606;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2013-21;2013;DIANA;253145.52;164618.43;51446.58;0.0;18678.97;18401.54;0.0;3409.72;0.93;12.66;17.18;7;1221626.12;244892.05;20159.83;1466518.17;236423.76;49.0;90.69;2614;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2025-16;2025;Melaky;197339.19;0.0;181078.26;0.0;15164.03;164.53;932.36;440.61;0.839;19.82;29.91;0;78672.43;92318.12;11892.33;170990.56;23912.75;64.6;260.58;7207;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2019-17;2019;Atsimo-Andrefana;570668.72;0.0;132315.19;431632.17;4084.59;0.0;2636.76;310.97;1.583;17.55;25.48;0;249031.24;174424.56;19896.87;423455.8;61141.06;58.9;167.74;4324;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2018-05;2018;Haute Matsiatra;61574.82;34769.88;1299.08;0.0;0,00;22451.84;3054.01;2419.94;1.586;15.31;22.96;0;204876.1;108914.76;10838.85;313790.86;45765.56;73.5;135.35;4303;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2000-07;2000;Vatovavy-Fitovinany;85729.4;85585.46;0.0;0.0;0.0;0.0;143.94;110.25;0.569;7;0;0;114474.31;101224.25;4605.7;215698.55;24382.05;75.5;40;964;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2005-14;2005;Sofia;283094.05;181627.75;85699.21;0.0;15636.76;19.55;110.77;82.63;0.54;8.61;8.36;0;827699.81;577118.41;32312.33;1404818.22;175482.07;57.4;56.01;1256;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;estimation
OFF-2007-04;2007;Bongolava;4112.01;0.0;3479.18;-0.0;0.0;0.0;632.82;135.58;0.496;10.5;7.85;0;4312.58;17506.85;9555.36;21819.43;1755.69;89.7;59.78;1673;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2004-11;2004;Analanjirofo;372110.36;371925.78;78.69;0.0;0.0;15.89;90.02;86.55;0.36;8.83;4.22;0;431273.21;273497.49;15704.93;704770.7;90507.23;69.8;52.7;1298;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2000-11;2000;Analanjirofo;380292.58;380192.92;80.04;0.0;0.0;2.94;16.67;85.15;0.387;7;0;0;365827.15;288111.37;13109.07;653938.52;76598.32;73.7;40;912;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2014-11;2014;Analanjirofo;340583.59;340117.12;73.94;0.0;0.0;58.88;-;172.88;0.873;n/a;18.48;0;314055.03;248348.35;23611.04;562403.38;75890.96;73.6;101.39;3161;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2017-02;2017;Vakinankaratra;19680.13;4914.06;0.0;0.0;0.0;6382.92;8383.15;1703.32;0.477;16.26;24.32;0;43402.01;257125.14;27181.27;300527.15;30101.0;71.7;141.17;3668;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2025-06;2025;Amoron'i Mania;17115.95;15518.64;250.23;0.0;0.0;0.0;1347.08;542.58;1.172;19.66;29.76;0;22412.0;26733.66;3415.88;49145.66;6835.19;63.0;257.75;6591;projection_scenario_tendanciel;projection_scenario;
OFF-2009-07;2009;Vatovavy-Fitovinany;81418.34;81063.19;0.0;0.0;0.0;0.0;355.15;101.44;0.521;11.64;14.26;0;129553.51;93210.54;7055.02;222764.05;29104.75;75.8;70.23;1899;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2013-06;2013;Amoron i Mania;19613.38;18811.56;287.65;0.0;0.0;0.0;514.17;174.4;1.134;13.47;17.14;0;45314.1;38770.66;3394.88;84084.76;10940.34;57.3;101.34;2 568;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2027-04;2027;Bongolava;5201.69;0.0;2986.36;0.0;0.0;0.0;2215.33;616.23;0.774;21.67;32.94;1;2512.38;17862.03;2516.4;20374.42;2515.68;80.3;290.6;8584;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2010-13;2010;Boeny;157846.95;0.0;131028.94;0.0;26383.22;152.17;282.61;309.89;0.257;11.3;16.69;0;187831.12;131584.04;9665.42;319415.15;41735.25;28.7;71.76;1746;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2026-11;2026;Analanjirofo;280762.14;279453.77;63.97;0.0;0.0;186.66;-;523.86;1.181;20.0;36.64;1;142582.03;155262.35;20182.15;297844.39;42214.13;76.1;291.98;n/a;projection_scenario_tendanciel;projection_scenario;
OFF-2026-10;2026;Atsinanana;129820.78;123638.99;0.0;0.0;0.0;0.0;6181.79;1415.98;1.256;20.34;31.66;1;110627.05;120178.46;15886.44;230805.51;32939.75;59.6;315.67;7434;projection_scenario_tendanciel;projection_scenario;source secondaire
OFF-2004-16;2004;Melaky;221709.76;0.0;205951.1;0.0;15650.65;16.2;91.82;86.15;0.377;9.27;3.68;0;197856.52;136715.72;8238.62;334572.23;42369.84;65,50;51.39;1238;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2018-03;2018;Itasy;1501.49;13.94;15.02;0.0;0.0;0.0;1472.53;238.79;1.312;16.17;26.36;0;243.5;45363.38;4769.36;45606.88;3954.71;51.7;143.6;3775;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2027-18;2027;Androy;126289.15;0.0;1857.19;123105.14;1.92;0.0;1324.9;474.34;1.285;20.15;37.34;2;35677.47;44219.08;5792.26;79896.54;11171.6;84.5;303.27;8172;projection_scenario_tendanciel;projection_scenario;
OFF-2020-12;2020;Alaotra-Mangoro;265606.81;178132.0;288.33;0.0;0.0;59203.6;27982.89;15998.5;1.519;17.14;24.9;0;1997379.11;587908.98;65506.61;2585288.09;413243.66;67.5;157.35;4535;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2026-02;2026;Vakinankaratra;28619.27;ND;0.0;0.0;0.0;10597.35;13918.27;6640.36;1.31;21.11;36.41;1;71429.95;304503.98;41786.72;375933.93;47122.5;69.5;282.09;7775;projection_scenario_tendanciel;projection_scenario;
OFF-2013-18;2013;Androy;166578.38;0.0;2246.12;163961.81;2.07;0.0;368.4;157.67;1.061;13.4;18.78;0;95067.43;69060.83;6016.6;164128.26;22045.75;76.8;103.71;2912;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2002-01;2002;Analamanga;59632.23;20470.08;430.57;0.0;0.0;207.27;38524.3;4063.69;0.525;7.77;5.27;0;265501.97;1475530.49;74518.34;1741032.46;108895.4;19.7;45.53;975;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2026-19;2026;Anosy;155424.6;67777.52;4129.31;81244.51;0.0;0.0;2273.26;662.89;1.352;20.84;36.84;1;-;61207.48;8292.09;109040.3;15409.42;49.7;259.59;7104;projection_scenario_tendanciel;projection_scenario;
OFF-2019-08;2019;Ihorombe;57502.58;50721.52;6153.37;0.0;0.0;94.15;533.54;142.92;1.486;16.02;24.51;0;64905.71;44493.9;4633.73;109399.6;15482.69;76.3;178.52;4642;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2005-12;2005;Alaotra-Mangoro;262551.86;210696.21;319.65;0.0;0.0;34995.29;16540.71;5864.51;0.414;9.26;8.18;0;1468662.32;n/a;43278.47;2187893.4;299847.56;70.3;52.29;1459;Etude_JariAla_2005 + simulation_utilisateur;historique_synthetique;donnee agregee
OFF-2013-17;2013;Atsimo-Andrefana;623308.5;0.0;138306.79;478999.94;3977.08;0.0;2024.69;330.25;1.066;13.48;17.82;0;273265.11;227797.36;19965.44;501062.47;65559.38;57.9;93.87;2743;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2009-04;2009;Bongolava;4141.18;0.0;3451.0;0.0;0.0;0.0;690.18;138.84;0.246;10.45;14.5;0;4261.24;18832.32;1279.14;23093.55;1815.92;85.4;69.14;2139;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2018-10;2018;Atsinanana;147998.53;143757.6;0.0;0.0;0.0;0.0;4240.93;461.77;1.497;16.89;21.83;0;166535.77;158265.74;17379.64;324801.51;44227.74;57.2;163.57;3830;simulation_utilisateur + repartition_regionale;historique_synthetique;donnee agregee
OFF-2015-18;2015;Androy;165851.2;0.0;2194.22;163234.52;1.97;0.0;420.49;179.45;0.353;15.33;18.45;0;98769.12;69685.84;6943.67;168454.96;23472.25;75.5;118.7;3485;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2015-03;2015;Itasy;1191.43;14.21;14.75;0,00;0.0;0.0;1162.47;277.87;0.441;13.67;18.35;0;197.52;38342.62;3406.88;38540.14;2829.19;52.7;128.1;2851;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2004-17;2004;Atsimo-Andrefana;678059.95;0.0;146192.01;526390.99;4013.54;0.0;1463.41;225.46;0.495;8.47;7.9;0;361528.15;268923.11;14801.92;630451.25;77212.64;60.4;49.1;1344;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2030-09;2030;Atsimo-Atsinanana;92942.59;91272.3;0.0;0.0;0.0;250.54;1 420;547.93;1.143;22.77;40.31;2;48114.81;57548.7;8519.14;105663.51;15646.36;65.0;416.0;10564;projection_scenario_tendanciel;projection_scenario;
OFF-2026-17;2026;Atsimo-Andrefana;498778.33;0.0;117664.12;373472.8;3752.96;0.0;3888.46;1119.82;1.197;20.02;34.09;1;148301.05;136095.44;17706.9;284396.5;41213.85;58.5;302.11;7471;projection_scenario_tendanciel;projection_scenario;
OFF-2020-21;2020;DIANA ;246018.13;152136.51;49324.73;0.0;19142.18;25414.7;0.0;5515.64;1.184;21.68;46.16;17;1193458.94;213858.02;30130.72;1407316.96;239529.8;42.4;n/a;4747;GIZ_PAGE2_2024 + estimation_synthetique;historique_synthetique;donnee agregee
OFF-2027-11;2027;Analanjirofo;276431.64;275013.4;63.02;0.0;0.0;203.28;1151.94;555.88;1.357;21.89;35.39;1;138803.05;159982.75;22765.63;298785.8;43652.36;n/a;276.21;8561;projection_scenario_tendanciel;projection_scenario;
OFF-2022-16;2022;Melaky;206434.91;0.0;189817.48;0.0;15793.62;123.57;700.24;387.76;0.999;18.98;26.99;0;90934.68;98019.45;12094.92;188954.13;26286.08;69.0;221.27;5762;estimation_synthetique_calibree;historique_synthetique;a verifier
OFF-2003-07;2003;Vatovavy-Fitovinany;84399.58;84186.86;0.0;0.0;0.0;0.0;212.73;92.76;0.309;7.33;3.84;0;137353.06;96494.83;4597.97;233847.88;28493.89;75.4;40;1228;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2004-21;2004;DIANA;261243.8;175882.31;53800.58;0.0;18788.13;12772.77;0.0;1753.66;0.245;9.32;7.26;0;1036914.65;279303.31;16920.41;1316217.96;200519.37;42.6;44.96;1227;simulation_utilisateur + repartition_regionale;historique_synthetique;source secondaire
OFF-2018-11;2018;Analanjirofo;-;324925.18;72.8;0.0;0.0;85.4;483.91;133.47;1.413;16.37;22.05;0;288742.1;215732.0;22953.76;504474.1;70795.66;69.1;137.12;4 124;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2029-11;2029;Analanjirofo;267966.03;266330.62;61.1;0.0;0.0;236.15;1338.17;601.03;1.267;23.06;35.2;1;135427.8;143126.03;21457.33;278553.83;41972.02;73.2;409.37;9847;projection_scenario_tendanciel;projection_scenario;estimation
OFF-2001-11;2001;Analanjirofo;378233.77;378113.82;79.7;0.0;0,00;6.04;34.21;89.73;0.294;7;3.75;0;410087.41;304141.75;13838.45;714229.16;85163.26;70,00;;1 044;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2003-03;2003;Itasy;708.41;15.57;15.96;0.0;0.0;0.0;676.88;133.51;0.256;7.71;7.17;0;124.5;24683.87;1237.69;24808.37;1037.32;52.9;40;1093;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2018-15;2018;Betsiboka;28851.47;5521.35;21040.38;0.0;0.43;1180.34;1108.97;284.25;1.196;16.04;22.52;0;47722.92;48793.89;-;-96516.81;12762.49;65.2;151.23;4216;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2009-08;2009;Ihorombe;63719.71;56942.17;6552.69;0.0;0.0;33.73;191.13;110.01;0.627;10.76;11.99;0;90614.13;58927.11;4120.38;149541.25;19689.26;78.8;70.48;1986;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2029-10;2029;Atsinanana;124921.26;117832.85;0.0;0.0;0.0;0.0;7088.4;1775.14;1.064;23.07;35.69;1;104316.44;112292.32;16841.81;216608.76;32587.24;55.3;328.78;9876;projection_scenario_tendanciel;projection_scenario;a verifier
OFF-2030-16;2030;Melaky;183957.39;0.0;168220.06;0.0;14151.68;237.85;1347.8;487.88;0.716;22.83;36.26;1;62806.96;76131.41;11295.28;138938.37;20567.38;70.5;412.29;11194;projection_scenario_tendanciel;projection_scenario;donnee agregee
OFF-2014-02;2014;Vakinankaratra;-19385.82;4994.53;0.0;0.0;0.0;6220.92;8170.38;1881.42;1.113;13.03;21.31;0;n/a;246929.56;20909.49;287213.18;24396.83;67.6;95.83;2791;simulation_utilisateur + repartition_regionale;historique_synthetique;estimation
OFF-2002-09;2002;Atsimo-Atsinanana;131021.06;130957.71;0.0;0.0;0.0;9.5;53.84;85.82;0.45;7.99;5.74;0;157055.79;121205.86;6294.35;278261.65;33431.41;63.0;42.41;1155;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2012-06;2012;Amoron'i Mania;19816.32;19051.18;290.47;0.0;0.0;0.0;474.67;163.18;0.98;11.89;16.98;0;44339.05;38772.51;2997.76;83111.57;83513.52;59.5;90.16;2482;simulation_utilisateur + repartition_regionale;historique_synthetique;a verifier
OFF-2016-20;2016;Menabe;294408.81;0.0;281523.35;0.0;12425.83;68.94;390.68;172.89;0.39;15.57;24.06;0;168166.51;118 424;11987.54;286590.37;40099.76;52.7;123.96;3311;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2004-03;2004;Itasy;738.32;15.5;15.9;0.0;0.0;0.0;706.92;133.98;0.397;9.23;3.94;0;139.26;25328.08;1519.03;25467.33;1270.67;52.9;43.19;1277;simulation_utilisateur + repartition_regionale;historique_synthetique;
OFF-2025-11;2025;Analanjirofo;285159.65;283957.77;64.92;0.0;0.0;170.54;966.42;487.84;1.177;20.23;33.16;1;154088.91;174107.67;22895.8;328196.58;46510.56;72.6;250.61;7537;projection_scenario_tendanciel;projection_scenario;donnee agregee
